Index,Rarity,RT_Rarity,Headgear,Facial Hair,Hands,Mouth Accessory,Background,Hair,Body,Eyes,Tattoos,Earring,Clothing,Mouth
3083,120.2746,2922,None,None,Rockstar,None,Baby Yellow,Rainbow Fro,Dark Brown,YOLO-ed life savings,None,None,Black Tuxedo,Killer Smile
3084,190.2922,1141,None,None,Player,None,Vice City Pink,Hipster Beanie,Psychedelic,3D Glasses,None,None,XXL Black T,Drooling
3085,153.7236,2100,None,None,Player,None,Chrome,Keith G.,Light Brown,Founder Life,None,None,Gala Suit,Psycho Smile
3086,149.0985,2894,None,None,Rockstar,None,Malibu Blue,Slicked Back,Light Brown,Stoned,69,None,Friday Night Blazer,Shocked
3087,227.2618,404,Red Beanie,None,Italian,None,Vice City Pink,Murica,Light Brown,3D Glasses,69,Double Helix,Playful Shirt,Regular
3088,218.2484,834,Samurai Helmet,None,Holy,None,Acquamarine,None,Light Brown,The Gambler,Rekt,None,WSC Black T,Rainbow Grillz
3089,149.1044,2079,None,None,Player,None,Baby Yellow,Long Red Hair,Light Brown,Oval White Glasses,None,None,Exec Suit,The pipe
3090,204.6496,950,None,None,Holy,None,Vice City Pink,Mullet,Dark Brown,VR Headset,Tear Drop,None,Knight Armor,420
3091,176.9467,1629,Samurai Helmet,None,Rockstar,None,Celadon,None,Light Brown,Oval White Glasses,Tear Drop,None,Varsity Jacket,Drooling
3092,110.9406,2960,None,None,Holy,None,Malibu Blue,Lil Chaddy,Dark Brown,YOLO-ed life savings,None,None,Analyst Blazer,Regular
3093,159.3672,2031,None,None,Rockstar,None,Acquamarine,Murica,Light Beige,Blasé,None,None,"""Investor"" T",Bubble Gum
3094,130.3018,2590,None,None,Rockstar,None,Malibu Blue,Dreadlocks,Dark Brown,YOLO-ed life savings,None,None,Friday Night Blazer,Cuban Cigar
3095,116.0,344,None,Wise Grey Beard,Rockstar,None,Malibu Blue,Punk Mohawk,Light Beige,Founder Life,None,None,Emperor Gown,Regular
3096,253.607,373,WSC Cap,None,Holy,None,Malibu Blue,None,Light Beige,Aviators Cyborg,None,Gold Stud & Cross,Knight Armor,Psycho Smile
3097,145.5291,2241,WSC Cap,None,Rockstar,None,Chrome,None,Light Brown,YOLO-ed life savings,None,None,Hodl 2 Moon T,Psycho Smile
3098,185.8122,1074,None,None,Italian,None,Malibu Blue,Lil Chaddy,Light Brown,Fear & Loathing,None,None,WSC Trader,Charming Smile
3099,149.0484,2191,None,None,Player,None,Vice City Pink,Luscious Blonde,Light Beige,Swimmies,None,None,Rambo,Drooling
3100,149.4089,1976,None,None,Player,None,Baby Yellow,Michael B.,Psychedelic,Hypnotized,None,Helix Set,WSC Trader,Charming Smile
3101,263.0845,370,None,None,Rockstar,None,Chrome,Luscious Brown,Light Brown,Angry,None,Gold Pendant,Puffer Vest,Regular
3102,166.4372,1714,None,None,Holy,None,Baby Yellow,Hipster Beanie,Light Beige,The Gambler,None,None,Trench Coat,Regular
3103,249.3716,667,Black Beanie,None,Player,None,Orange Sherbet,Balding,Zombie,AR Glasses,Full Face,None,Trench Coat,Bubble Gum
3104,165.3828,1415,Born To Ape Helmet,None,Holy,None,Malibu Blue,Michael B.,Dark Brown,Founder Life,None,Gold Stud & Cross,Analyst Blazer,Charming Smile
3105,256.4115,366,Robin Hood Hat,None,Rockstar,None,Acquamarine,Balding,Light Beige,YOLO-ed life savings,None,None,GME T,Marlboro Red
3106,131.2639,2633,None,None,Holy,None,Indigo,Top Knot,Light Brown,YOLO-ed life savings,None,None,Playful Shirt,Bubble Gum
3107,206.7208,788,None,None,Rockstar,None,Orange Sherbet,Luscious Brown,Gold,Angry,None,None,Golf Polo,420
3108,1.0,10,Robin Hood Hat,None,Italian,None,Chrome,Michael B.,Psychedelic,3D Glasses,I <3 Mom,Silver Ring,80s Gym,Regular
3109,143.9332,2403,None,None,Rockstar,None,Acquamarine,Slicked Back,Light Beige,AR Glasses,None,None,Mustard Polo,Bubble Gum
3110,190.3494,495,Ushanka,None,Rockstar,None,Baby Yellow,Michael B.,Light Beige,Stoned,Tear Drop,Double Helix,Cookies N Cream Suit,Paint Mask
3111,148.8919,2541,None,None,Player,None,Chrome,Hipster Beanie,Robot,Stoned,Rekt,None,Degen T,Killer Smile
3112,202.0,98,Gorilla,None,Player,None,Acquamarine,None,Dark Brown,None,None,None,Playful Shirt,None
3113,143.21,2227,Fast Food Cap,None,Player,None,Baby Yellow,None,Light Beige,Angry,None,Helix Set,WSC Trader,Regular
3114,161.7851,1785,Red Beanie,None,Rockstar,None,Baby Yellow,Balding,Dark Brown,Stoned,None,None,Turtleneck,Cuban Cigar
3115,171.9119,2081,None,Verdi Beard,Holy,None,Celadon,Luscious Blonde,Light Beige,AR Glasses,None,None,Lehman Siblings T,420
3116,200.3835,880,Doge Hat,None,Rockstar,None,Celadon,Murica,Dark Brown,Oval White Glasses,None,None,Knight Armor,Killer Smile
3117,202.5874,None,None,None,Player,None,Malibu Blue,Long Red Hair,Dark Brown,Angry,69,None,Ape Suit,Drooling
3118,119.3633,None,None,None,Holy,None,Acquamarine,Rainbow Fro,Light Brown,Possessed,None,None,WcDonalds GM,Drooling
3119,17.0,None,Bull Horns,None,Player,None,Celadon,Michael B.,Psychedelic,Oval White Glasses,None,Helix Set,Gold Suit,Shocked
3120,236.1821,None,Black Beanie,None,Rockstar,None,Chrome,Murica,Light Beige,Oval White Glasses,Rekt,Helix Set,XXL Black T,Regular
3121,232.6373,None,Saudi Prince,None,Player,None,Orange Sherbet,Michael B.,Zombie,Possessed,None,None,Psycho Rain Coat,420
3122,118.4413,None,None,None,Rockstar,None,Baby Yellow,Luscious Brown,Light Brown,YOLO-ed life savings,None,Silver Ring,Turtleneck,Regular
3123,165.9164,None,None,None,Holy,None,Orange Sherbet,Surfer,Light Beige,Swimmies,None,None,White Polo,Killer Smile
3124,196.8647,None,Doge Hat,None,Player,None,Malibu Blue,Michael B.,Light Beige,Clockwork Orange,None,None,Blood-stained T,420
3125,190.8307,None,None,None,Player,None,Chrome,Top Knot,Dark Brown,Cyborg,Full Face,None,80s Gym,Regular
3126,142.4341,None,None,None,Player,None,Vice City Pink,Surfer,Dark Brown,Cyborg,None,None,WcDonalds GM,Cuban Cigar
3127,20.0,None,Unicorn,None,Player,None,Baby Yellow,Balding,Light Beige,YOLO-ed life savings,None,None,WSC Red T,Bubble Gum
3128,82.0,None,King's Crown,None,Player,None,Malibu Blue,Michael B.,Light Beige,The Gambler,Tear Drop,None,VC Fleece,Charming Smile
3129,129.3535,None,None,None,Player,None,Malibu Blue,Surfer,Light Brown,Founder Life,None,None,Kimono,Killer Smile
3130,145.9382,None,Helicopter Cap,None,Player,None,Indigo,None,Zombie,Swimmies,None,None,Friday Night Blazer,Shocked
3131,135.8639,None,None,None,Holy,None,Chrome,Frazzled Bleached,Light Beige,Hypnotized,None,None,GME T,Regular
3132,174.8862,None,None,None,Rockstar,None,Celadon,Luscious Brown,Dark Brown,Aviators Cyborg,None,Silver Ring,VC Fleece,Psycho Smile
3133,200.6557,None,Doge Hat,None,Player,None,Malibu Blue,Michael B.,Light Brown,Aviators Cyborg,None,None,Hodl 2 Moon T,Regular
3134,212.7714,None,None,Verdi Beard,Holy,None,Acquamarine,Murica,Light Brown,Oval White Glasses,Tear Drop,Helix Set,80s Disco Suit,Bubble Gum
3135,30.0,None,Bull Horns,None,Player,None,Acquamarine,Murica,Robot,The Gambler,None,None,Friday Night Blazer,420
3136,187.3305,None,Oil Tycoon,None,Rockstar,None,Indigo,Michael B.,Light Beige,AR Glasses,None,None,Knight Armor,Regular
3137,205.9728,None,None,None,Rockstar,None,Malibu Blue,Surfer,Light Beige,Bezos Glasses,None,None,VC Fleece,Regular
3138,137.1544,None,None,None,Player,None,Acquamarine,Surfer,Robot,Oval White Glasses,Rekt,None,WcDonalds GM,Drooling
3139,36.0,None,King's Crown,Wise Grey Beard,Holy,None,Orange Sherbet,Murica,Light Brown,VR Headset,None,None,VC Fleece,Regular
3140,121.9464,None,None,None,Holy,None,Indigo,Long Red Hair,Light Brown,YOLO-ed life savings,None,None,Playful Shirt,Charming Smile
3141,204.5986,None,None,None,Rockstar,None,Indigo,Luscious Brown,Light Brown,Angry,Rekt,None,Army Gear,Paint Mask
3142,203.0835,None,None,Thick Beard,Italian,None,Indigo,Top Knot,Dark Brown,Blasé,None,Silver Ring,Friday Night Blazer,Regular
3143,146.9642,None,None,None,Player,None,Chrome,Luscious Blonde,Light Brown,Hypnotized,None,None,Black Jeans Jacket,420
3144,133.7849,None,WSC Cap,None,Holy,None,Chrome,None,Light Beige,Angry,None,None,Blue Jeans Jacket,Shocked
3145,222.7734,None,Balaklava,None,Italian,None,Vice City Pink,None,Robot,Accountant Rims,None,None,Hodl 2 Moon T,420
3146,132.3182,None,None,None,Rockstar,None,Malibu Blue,Long Red Hair,Light Beige,3D Glasses,None,None,Blue Jeans Jacket,Regular
3147,181.5791,None,None,None,Rockstar,None,Acquamarine,Top Knot,Light Brown,Founder Life,None,Helix Set,This Guy F*cks Suit,Psycho Smile
3148,211.2189,None,None,Wise Grey Beard,Player,None,Baby Yellow,Hipster Beanie,Light Brown,Fear & Loathing,None,None,Friday Night Blazer,Regular
3149,242.4991,None,None,None,Rockstar,None,Indigo,Punk Mohawk,Gold,Hypnotized,None,None,VC Fleece,Cuban Cigar
3150,227.5751,None,None,Verdi Beard,Player,None,Celadon,Keith G.,Dark Brown,Swimmies,69,None,Shark Suit,Charming Smile
3151,130.3444,None,Helicopter Cap,None,Italian,None,Vice City Pink,None,Dark Brown,Oval White Glasses,None,None,Friday Night Blazer,Regular
3152,163.7462,None,None,None,Player,None,Celadon,Slicked Back,Dark Brown,AR Glasses,None,None,This Guy F*cks Suit,Vampire
3153,151.2326,None,None,None,Holy,None,Celadon,Lil Chaddy,Light Brown,Regular,None,None,80s Disco Suit,Charming Smile
3154,247.3263,None,None,None,Rockstar,None,Malibu Blue,Mullet,Light Brown,Blasé,None,None,I Like The Stock T,Regular
3155,134.1751,None,None,Verdi Beard,Holy,None,Orange Sherbet,Luscious Brown,Dark Brown,Founder Life,None,None,BTFD T,Regular
3156,222.1694,None,None,None,Holy,None,Celadon,Frazzled Bleached,Light Beige,Oval White Glasses,None,None,Bull Suit,Charming Smile
3157,94.5338,None,None,None,Holy,None,Chrome,Slicked Back,Light Beige,Regular,None,None,Friday Night Blazer,Charming Smile
3158,165.151,None,None,None,Holy,None,Celadon,Long Red Hair,Light Beige,Stoned,None,None,Trench Coat,Rainbow Grillz
3159,176.6596,None,Red Beanie,None,Holy,None,Baby Yellow,Michael B.,Dark Brown,Founder Life,None,None,Trench Coat,Cuban Cigar
3160,245.1795,None,WSC Cap,None,Holy,None,Vice City Pink,None,Dark Brown,Founder Life,None,None,Bull Suit,Vampire
3161,189.9085,None,None,None,Holy,None,Celadon,Luscious Blonde,Dark Brown,Cyborg,None,None,Much Wow T,Charming Smile
3162,181.1965,None,None,None,Rockstar,None,Vice City Pink,Black Fro,Light Beige,YOLO-ed life savings,None,Double Helix,White Polo,Drooling
3163,217.4217,None,None,Thick Beard,Holy,None,Chrome,Hipster Beanie,Light Brown,Possessed,None,None,Kimono,Charming Smile
3164,112.596,None,None,None,Holy,None,Orange Sherbet,Surfer,Light Brown,Accountant Rims,None,None,Analyst Blazer,420
3165,166.6334,None,None,None,Player,None,Celadon,Frazzled Bleached,Dark Brown,Oval White Glasses,None,None,Psycho Rain Coat,Shocked
3166,150.2556,None,None,None,Holy,None,Chrome,Top Knot,Light Brown,Cyborg,None,Double Helix,WcDonalds GM,Shocked
3167,264.0849,None,Sombrero,None,Player,None,Celadon,Murica,Light Beige,Angry,None,Gold Stud & Cross,Hodl 2 Moon T,420
3168,151.4078,None,None,None,Rockstar,None,Acquamarine,Slicked Back,Light Beige,Cyborg,None,None,BTFD T,Shocked
3169,140.5172,None,None,None,Holy,None,Indigo,Luscious Brown,Robot,Clockwork Orange,None,None,Cookies N Cream Suit,Shocked
3170,253.1168,None,None,Thick Beard,Holy,None,Indigo,Hipster Beanie,Light Brown,Fear & Loathing,None,None,Playful Shirt,Regular
3171,151.0317,None,Pirate,None,Rockstar,None,Indigo,Murica,Robot,Regular,None,None,Turtleneck,Drooling
3172,173.327,None,Red Beanie,None,Holy,None,Acquamarine,Murica,Dark Brown,Clockwork Orange,None,None,WSC Black T,Regular
3173,118.517,None,None,None,Holy,None,Baby Yellow,Frazzled Bleached,Light Brown,Regular,Tear Drop,None,WSC Trader,Shocked
3174,153.0833,None,None,None,Rockstar,None,Malibu Blue,Black Fro,Dark Brown,Oval White Glasses,None,Silver Ring,Gala Suit,Killer Smile
3175,181.8708,None,None,Verdi Beard,Holy,None,Chrome,Top Knot,Dark Brown,Villain Monocle,None,None,WcDonalds GM,Cuban Cigar
3176,164.2631,None,Wolf,None,Player,None,Indigo,None,Dark Brown,Possessed,None,None,Degen T,Regular
3177,77.0,None,Golden Halo,Verdi Beard,Player,None,Orange Sherbet,Luscious Brown,Light Brown,Regular,Full Face,Double Helix,Trench Coat,Charming Smile
3178,230.1498,None,None,None,Player,None,Celadon,Luscious Brown,Light Brown,Villain Monocle,None,Double Helix,XXL Black T,Paint Mask
3179,133.9188,None,None,None,Player,None,Orange Sherbet,Frazzled Bleached,Light Brown,Black Wayfarer,None,None,Blue Jeans Jacket,Charming Smile
3180,151.153,None,None,None,Rockstar,None,Malibu Blue,Punk Mohawk,Dark Brown,Regular,None,Double Helix,Turtleneck,Drooling
3181,218.3041,None,None,None,Italian,None,Malibu Blue,Punk Mohawk,Zombie,YOLO-ed life savings,None,Diamond Stud & Cross,Wen Moon T,Vampire
3182,171.0921,None,None,Verdi Beard,Holy,None,Chrome,Frazzled Bleached,Light Beige,Blasé,None,None,Degen T,Cuban Cigar
3183,128.0532,None,None,None,Player,None,Celadon,Hipster Beanie,Light Brown,Angry,None,None,Varsity Jacket,Charming Smile
3184,174.1279,None,None,None,Player,None,Acquamarine,Mullet,Psychedelic,Swimmies,None,Silver Ring,This Guy F*cks Suit,Regular
3185,103.1466,None,None,None,Rockstar,None,Indigo,Luscious Brown,Light Brown,AR Glasses,None,None,WcDonalds GM,Killer Smile
3186,219.3976,None,Fast Food Cap,None,Rockstar,None,Acquamarine,None,Psychedelic,Regular,None,None,Astronaut,The pipe
3187,194.4437,None,Pirate,None,Italian,None,Malibu Blue,Michael B.,Psychedelic,Cyborg,Rekt,Silver Ring,WcDonalds GM,Regular
3188,160.0407,None,None,None,Player,None,Indigo,Michael B.,Dark Brown,Hypnotized,Barbed Wire,None,Hawaiian Shirt,Regular
3189,210.1204,None,Ushanka,None,Player,None,Orange Sherbet,Balding,Dark Brown,Stoned,None,Helix Set,Degen T,The pipe
3190,194.418,None,Robin Hood Hat,None,Italian,None,Chrome,Murica,Light Beige,Stoned,None,None,WSC Trader,Regular
3191,122.4331,None,None,None,Rockstar,None,Indigo,Mullet,Light Brown,Angry,None,None,Hawaiian Shirt,Psycho Smile
3192,146.0924,None,None,None,Holy,None,Baby Yellow,Surfer,Light Brown,Clockwork Orange,None,None,Analyst Blazer,The pipe
3193,101.0644,None,None,None,Player,None,Indigo,Long Red Hair,Light Beige,Oval White Glasses,None,None,Friday Night Blazer,Regular
3194,176.0231,None,None,None,Holy,None,Chrome,Green Fro,Light Brown,Black Wayfarer,None,None,Golf Polo,420
3195,179.3684,None,None,None,Rockstar,None,Orange Sherbet,Dreadlocks,Light Brown,Founder Life,Bowie,None,WSC Red T,Regular
3196,174.8392,None,None,Verdi Beard,Player,None,Celadon,Hipster Beanie,Robot,Stoned,None,None,Rough Night T,Regular
3197,179.1826,None,Doge Hat,None,Rockstar,None,Celadon,Balding,Light Beige,Regular,None,None,Black Tuxedo,Rainbow Grillz
3198,181.8295,None,None,None,Player,None,Malibu Blue,Rainbow Fro,Dark Brown,YOLO-ed life savings,Rekt,None,Gold Suit,Bubble Gum
3199,133.3761,None,None,None,Player,None,Indigo,Long Red Hair,Light Brown,Hypnotized,None,None,GME T,Regular
3200,203.3728,None,Oil Tycoon,None,Rockstar,None,Baby Yellow,Michael B.,Light Beige,Possessed,Rekt,None,Samurai,Drooling
3201,136.1973,None,None,None,Player,None,Orange Sherbet,Long Red Hair,Dark Brown,Blasé,Tear Drop,None,WSC Trader,The pipe
3202,194.5676,None,Black Beanie,None,Rockstar,None,Celadon,Michael B.,Light Brown,Beer Goggles,None,Double Helix,Wen Moon T,420
3203,106.7133,None,None,None,Holy,None,Vice City Pink,Long Red Hair,Dark Brown,Oval White Glasses,None,None,Friday Night Blazer,Killer Smile
3204,184.5295,None,None,None,Player,None,Acquamarine,Luscious Blonde,Psychedelic,VR Headset,None,Silver Ring,80s Gym,Bubble Gum
3205,180.2174,None,Black Beanie,None,Holy,None,Indigo,Murica,Light Brown,Regular,None,None,Kiss,Psycho Smile
3206,120.0,None,Astronaut Helmet,None,Holy,None,Celadon,None,Light Beige,None,None,None,Golf Polo,None
3207,126.5615,None,None,None,Rockstar,None,Orange Sherbet,Rainbow Fro,Light Beige,Stoned,None,None,VC Fleece,Drooling
3208,163.4595,None,None,None,Italian,None,Chrome,Fresh Cut,Dark Brown,Founder Life,None,None,Rough Night T,Shocked
3209,252.6104,None,None,None,Italian,None,Malibu Blue,Green Fro,Gold,Oval White Glasses,Tear Drop,None,Black Jeans Jacket,420
3210,125.0721,None,None,None,Player,None,Orange Sherbet,Luscious Brown,Light Brown,Possessed,None,None,Shark Suit,Killer Smile
3211,136.628,None,None,None,Holy,None,Chrome,Luscious Brown,Dark Brown,Angry,None,Double Helix,VC Fleece,Cuban Cigar
3212,131.0,None,Samurai Helmet,None,Player,None,Malibu Blue,None,Light Beige,The Gambler,None,None,Game Over T,Bubble Gum
3213,169.6142,None,None,None,Player,None,Vice City Pink,Michael B.,Light Brown,YOLO-ed life savings,Tear Drop,None,White Polo,The pipe
3214,197.1701,None,None,None,Player,None,Celadon,Slicked Back,Robot,Villain Monocle,Full Face,None,Friday Night Blazer,Drooling
3215,143.8646,None,WSC Cap,None,Player,None,Baby Yellow,None,Dark Brown,YOLO-ed life savings,None,None,Shark Suit,Bubble Gum
3216,250.1756,None,Pirate,None,Player,None,Chrome,Michael B.,Dark Brown,Clockwork Orange,None,None,Puffer Vest,Killer Smile
3217,230.9788,None,None,None,Player,None,Baby Yellow,Lil Chaddy,Light Beige,Swimmies,None,None,XXL Black T,Marlboro Red
3218,126.7089,None,None,None,Player,None,Chrome,Luscious Brown,Light Brown,Founder Life,None,Double Helix,Exec Suit,Regular
3219,180.1624,None,None,None,Rockstar,None,Acquamarine,Luscious Brown,Light Brown,Accountant Rims,None,Helix Set,Dapper Suit,Cuban Cigar
3220,234.0,None,None,None,Rockstar,None,Chrome,Giga Chad,Dark Brown,Swimmies,69,None,Cookies N Cream Suit,Charming Smile
3221,227.4755,None,None,None,Rockstar,None,Chrome,Luscious Brown,Psychedelic,Angry,Bowie,Gold Stud & Cross,Degen T,Psycho Smile
3222,226.1181,None,Balaklava,None,Holy,None,Celadon,None,Zombie,Accountant Rims,None,None,Samurai,420
3223,206.8574,None,Helicopter Cap,None,Rockstar,None,Orange Sherbet,None,Light Brown,Accountant Rims,None,None,Much Wow T,420
3224,178.513,None,Born To Ape Helmet,None,Holy,None,Celadon,Murica,Dark Brown,Possessed,None,None,Varsity Jacket,Bubble Gum
3225,134.2208,None,WSC Cap,None,Holy,None,Celadon,None,Light Brown,Oval White Glasses,None,None,Playful Shirt,Regular
3226,155.8767,None,None,None,Player,None,Vice City Pink,Black Fro,Light Brown,Accountant Rims,None,None,Black Jeans Jacket,Cuban Cigar
3227,167.6901,None,None,None,Holy,None,Celadon,Luscious Blonde,Dark Brown,Blasé,Rekt,None,Kiss,Regular
3228,145.3244,None,None,None,Holy,None,Celadon,Luscious Brown,Robot,Angry,None,Double Helix,Black Jeans Jacket,420
3229,246.0292,None,None,None,Rockstar,None,Malibu Blue,Luscious Blonde,Robot,AR Glasses,Bowie,None,"""Investor"" T",The pipe
3230,158.1542,None,None,None,Player,None,Acquamarine,Surfer,Robot,Oval White Glasses,None,None,Knight Armor,Regular
3231,169.9871,None,Black Beanie,None,Holy,None,Chrome,Murica,Light Beige,Founder Life,None,None,Varsity Jacket,420
3232,129.0,None,Samurai Helmet,None,Holy,None,Orange Sherbet,None,Zombie,Hypnotized,None,None,Emperor Gown,Rainbow Grillz
3233,204.6964,None,None,None,Holy,None,Chrome,Fresh Cut,Dark Brown,YOLO-ed life savings,Barbed Wire,None,80s Disco Suit,Vampire
3234,223.474,None,Gold Laurel Wreath,None,Player,None,Acquamarine,Keith G.,Light Brown,YOLO-ed life savings,None,None,GME T,Regular
3235,203.3671,None,None,None,Player,None,Indigo,Top Knot,Dark Brown,YOLO-ed life savings,None,None,Puffer Vest,Regular
3236,209.4438,None,Balaklava,None,Rockstar,None,Chrome,None,Light Beige,YOLO-ed life savings,None,None,Rough Night T,420
3237,176.5777,None,None,None,Holy,None,Acquamarine,Green Fro,Light Beige,Angry,None,None,White Polo,Killer Smile
3238,190.0671,None,Helicopter Cap,None,Player,None,Indigo,None,Light Beige,Regular,None,Silver Ring,Army Gear,Charming Smile
3239,143.787,None,None,None,Holy,None,Orange Sherbet,Green Fro,Light Brown,Angry,None,None,Dapper Suit,Regular
3240,129.8705,None,None,None,Rockstar,None,Malibu Blue,Luscious Blonde,Light Beige,Black Wayfarer,None,None,Mustard Polo,Killer Smile
3241,162.7673,None,Wolf,None,Holy,None,Acquamarine,None,Dark Brown,Stoned,None,None,Lehman Siblings T,Charming Smile
3242,151.0689,None,None,None,Holy,None,Malibu Blue,Luscious Blonde,Light Beige,Regular,None,None,"""Investor"" T",Charming Smile
3243,40.0,None,Gamer Headset,None,Holy,None,Indigo,Murica,Light Brown,Fear & Loathing,None,None,Game Over T,The pipe
3244,140.6535,None,None,None,Holy,None,Indigo,Hipster Beanie,Light Brown,Regular,69,None,WcDonalds GM,Killer Smile
3245,149.4241,None,Red Beanie,None,Italian,None,Malibu Blue,Michael B.,Robot,Regular,None,None,Hodl 2 Moon T,Regular
3246,149.1735,None,None,None,Holy,None,Indigo,Surfer,Zombie,AR Glasses,None,None,This Guy F*cks Suit,Regular
3247,124.2279,None,None,None,Holy,None,Chrome,Luscious Brown,Dark Brown,Blasé,None,None,Varsity Jacket,Drooling
3248,208.1926,None,None,None,Holy,None,Chrome,Fresh Cut,Dark Brown,Regular,Barbed Wire,None,Psycho Rain Coat,420
